"text","usa","ID"
"RT @JoeBiden: Any country that out educates us will outcompete us. 

That’s why my Build Back Better Act will provide universal pre-K to ev…","yes",207
"RT @MrJerryGoode: America is not willing to accept that 99,99% Chinese people own a home. There is literally NO homeless people in China.","yes",208
"I personally stand with Russia and China who are against America and UK! Americans and UK are against the world.They need to destroy the world's peace and integrity to take fuel and minerals freely. No More Americans intervention! No More colonialism! Shame on America!Shame on UK","yes",209
"RT @AmericaFemenil: Saltan nuestras Águilas a calentar 🙌🏼 
🦅 | Chivas vs América
#Apertura2021 - Cuartos de Final Vuelta

#EstoEsAmérica 🔸…","yes",210
"RT @chipfranklin: I will never forgive or forget what Republicans have allowed Trump to do to America. 

What about you? ✋","yes",211
"RT @jonetioutdid: @fearIessummers We're in the middle of a pandemic and he's selling out like crazy in minutes outside america and isn't ev…","yes",212
"RT @ReynaldVillalba: 52 organizaciones de la Red América Latina Alternativa Social (Red Alas) rechazan amenazas contra defensores de DDHH e…","yes",213
"I've puked twice,had a migraine since 3pm and can not keep anything in my stomach long enough to take medicine but if I don't come into work tonight I'll get written up and lose my quarterly bonus. Working in America is GREAT! ☺️","yes",214
"RT @BusinessInsider: China's middle class is starting to look a lot like America's, and that's not a good thing https://t.co/Q6HNG7Iptb","yes",215
"RT @boghche: @iranema2017 همه با هم در توفاپ توبیتری روز جهانی #حقوق_بشر، روز جمعه دهم دسامبر شرکت کرده دادخواه #قتل_عام۶۷ شده، محاکمه سران…","yes",216
"@Comrade_Cash do you hear yourself? youre just an NPC. youve received the party line and now you wont deviate from it no matter how embarrassingly obvious it is that youre wrong. the only way for socialism to exist in america is for american people to be won over.","yes",217
"RT @eastbaycf: Join our very own, Alexandra Aquino-Fike, as she is a special guest, alongside @calfund and Nuestra America Fund, as they di…","yes",218
"Imagine working in a Chinese factory and having no option to leave or even kill yourself cuz the nets. Ya ya ""happens in America"" no it doesn't, ya melodramatic pussy. China sucks. Communism sucks. I can say piss on biden, I won't get disappeared","yes",219
"RT @RepJayapal: Just this weekend, 116 people were killed by gun violence in America, and another 236 were injured.

It’s time to end the f…","yes",220
"@CraigCaplan @Monaheart1229 Wish he’d fight that hard to keep democracy in America.","yes",221
"RT @JMontoyaCNN: ¿Por qué hay hambre en América Latina y el Caribe? La cifra que acaba de dar la ONU es desalentadora. Casi 14 millones de…","yes",222
"@Jullio05 Julio America","yes",223
"@SpoilerTV That doesn't represent America!","yes",224
"RT @elders_network: What's up Family 🔥 BOEN Oral History Project Episode 6: Being Black in America Part 2 🧑🏾‍🦱👨🏾‍🦱👴🏾

You can also find thi…","yes",225
"There is going to be a huge influx of Latino voters from Central &amp; South America that vastly outnumber those from Cuba entering the fray in the next 20 years. https://t.co/X8Gfmm0SlE","yes",226
"Hyungwon is in America and so he’s blending in with every other west coast East Asian diaspora boy in the white tee + flannel combo 😭😭","yes",227
"For God And Country. America🇺🇸This is your Commander-In-Chief✨❤️🇺🇸 @PapiTrumpo  You make our Hearts 💕 Sing 🌈 WE LOVE YOU 💫🎻🙏🎄🎁 https://t.co/uJlSJolajx","yes",228
"RT @RSBNetwork: Statement by Donald J. Trump, 45th President of the United States of America https://t.co/IEBigIQDTA","yes",229
"RT @TimRunsHisMouth: Instead of canceling student loans, they should cancel America's debt to China.","yes",230
"RT @MittRomney: The Administration is right to refuse diplomatic presence at the Beijing Olympics: America will not turn a blind eye to Chi…","yes",231
"RT @ZaleskiLuke: in some way, small or huge, trump's refusal to concede is inhibiting the biden administration from taking hold and the ent…","yes",232
"RT @TDFclubespro: DESDE EL CUERPO TÉCNICO FELICITAMOS A :

@fedefonteav12 
@Gonzabonyo 
@turkex82 
LUCAS
HUGO

QUE FUERON CONVOCADOS POR LA…","yes",233
"RT @pcbrynn: It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootin…","yes",234
"RT @Quintus74689745: @RTMcFadyen They only marched there Bc the rest of America
didn’t know they were going to march there.
Announce the ti…","yes",235
"Te amo club América femenil&lt;3 https://t.co/mrvROQ4eB2","yes",236
"RT @SomosAmerica: Mal momento para ser un chilla hermano, el Atlas está en la final de la Liga Mx y ahora el América femenil elimina a las…","yes",237
"RT @QuoteDigging: @RonFilipkowski Time for all of US to open our eyes. A violent White Nationalist movement in America is growing. We can n…","yes",238
"RT @ALshrogey12_313: He did not surrender America's weapon and the hatred of the Arabs, even the fetus in his 
mother's belly.
#سلاح_امريكا…","yes",239
"RT @record_mexico: SIEMPRE PRESENTE 🦅

El dueño del América, Emilio Azcárraga, estuvo en el palco para ver cómo sus águilas eliminaban a la…","yes",240
"RT @MsAvaArmstrong: One of the greatest threats to America is the fact that our schools are not teaching the next generation:

1) morals
2)…","yes",241
"RT @thedailybeast: ""Boebert and Greene are just faithfully representing a voting base that overwhelmingly thinks America’s most pressing pr…","yes",242
"RT @jilevin: Massachusetts has one of the lowest death rates in America. Here's why: https://t.co/SuIpbLLyMS","yes",243
"RT @gnfbleeds: you don’t DECIDE to be gay. one day velvet just makes a tweet saying “you are gay” and that’s when you know. that’s bidens a…","yes",244
"RT @maddenifico: While I'm glad Merrick Garland is going after Texas over voter suppression and the gerrymandering of districts. It's not e…","yes",245
"RT @ajamubaraka: “Two centuries ago, a former European colony decided to catch up with Europe. It succeeded so well that the United States…","yes",246
"RT @RnaudBertrand: I know they're professional gaslighters but even by their demented standards they've gone full insane.

According to Ste…","yes",247
"RT @TomthunkitsMind: President Biden is in GOOD COMPANY. I’m proud of the job that he is doing. Despite the fact that the GOP, right wing m…","yes",248
"@thehill Republicans  are supposed to  sit back and reflect what  10 months of joe  Brandon  failures. Enough is enough joe and his circus morons have to go one way or another in Jan 2 2022.  Working America is done playing with these reject deplorables.MAGA AGAIN","yes",249
"RT @Gritty20202: This is America. https://t.co/RQOwmVheni","yes",250
"RT @dragonnegro2395: Para terminar, la misma FLIP pide eliminar ese adefesio que quieren meter en la ley anticorrupción.

https://t.co/BQ3P…","yes",251
"I’m getting so high, and watching America’s Next Top Model","yes",252
"RT @Out5p0ken: Politico was bought by a German right wing News conglomerate for a billion dollars — now we’ve got Russian, Australian and G…","yes",253
"@bo_seraphim @VictorVonDoum1 @MaxBoot In fact, you’ve already shown me repeatedly that you hate America and support domestic terror.

We’re done here. I have nothing more to say to you, coward. https://t.co/otQ143ov3O","yes",254
"@AguilasMonu A ese que llamas patron ys ni pela al equipo sige Baños en America y el como si nada pasará","yes",255
"RT @huerta_cesar: Vamos en vivo @Peloteros_PQ con temas sobre la mesa: 

- ¿Cómo va el intercambio? Antuna ya dio una respuesta.

- Se acab…","yes",256
"@stokes_kal no I know it’s al’s it’s just under johns writing he betrayed the justice society of america several times, went to jail, had a crush on a teenager and sided with adam (even tried to defend him when he killed so many people and heroes in ww3)","yes",257
"RT @americafirstmg: Statement by Donald J. Trump, 45th President of the United States of America Challenging Media to Debate on the “Big Li…","yes",258
"Me and @larry_kudlow agree with @elonmusk 
Kill the bill, save America/Americans.
@Sen_JoeManchin @SenatorSinema @kyrstensinema https://t.co/I5kbMv4WdD","yes",259
"@Applesa56921865 if they fired Cuomo they need to fire Lemon.
If they don't, someone has some explaining to do.

Or they need to reinstate Cuomo, with apologies to America.","yes",260
"Trump was clear about arms deals with Saudi Arabia in 2017 by saying it would create 500,000 jobs in America
#USArmsKillYemenis
#سلاح_امريكا_يقتل_اليمنيين
https://t.co/IBwKUhatIY","yes",261
"@RecuerdosPeru @joseantoniokast @KeikoFujimori Lo peor de esos fachos es q no saben q ellos mismos se están haciendo daño, piensan q todo el mundo se va a comer el cuento de Venezuela y Cuba, x eso la izquierda seguirá creciendo en américa latina. Piensan q la gente solo se informa de tv nacional, menos mal existe el internet","yes",262
"RT @gnfbleeds: you don’t DECIDE to be gay. one day velvet just makes a tweet saying “you are gay” and that’s when you know. that’s bidens a…","yes",263
"@GOP So WHO is this? Reportedly this person coordinates with police and hands out various weapons' in DC that result in the recipient of the weapon getting arrested being in possession the weapon. Is this America or is this Amerika? https://t.co/02acm0uYwJ","yes",264
"RT @BuilderClaireKY: Liberals are plunging America into crisis &amp; weak Republicans are doing nothing to stop them.

We need a GOP that has a…","yes",265
"RT @QasimRashid: Take 3 min and watch. You won’t regret it. 

Way back in 1943 this video titled “Don’t be a sucker,” warned about the rise…","yes",266
"RT @CarlaZambelli38: Ministro @tarcisiogdf: ""Vamos transformar o maior porto da América Latina no maior porto do Hemisfério Sul"" 👏🇧🇷 https:…","yes",267
"RT @robertas_world: Dear Obiden, 

Can you at least start using lubricant? 

Signed, 

America","yes",268
"RT @pcbrynn: It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootin…","yes",269
"RT @JoeBiden: America continues to add jobs at a record pace and nearly 6 million new jobs have been created since I was sworn in on Januar…","yes",270
"@lic_one @Alonso_Cabral @TUDNMEX No digo que se festeje lo que hicieron. Pero es poco digno decir eso cuando al América tenía que llegar en camionetas a CU por qué al camión siempre lo reventaba","yes",271
"RT @NoContextBrits: America must be stopped. https://t.co/ZcyRs8TzKo","yes",272
"RT @SoloDeath1: Nothing in life will radicalize a person faster than a medical diagnosis in America","yes",273
"RT @TrijiconMan: Dear Merrick Garland, America witnessed a four year crime spree in broad daylight.  Do your job please.","yes",274
"RT @MattH_4America: ""Show me your papers"" to sit down and eat a burger and fries in the United States of America.

Look at what they've don…","yes",275
"RT @jilevin: Massachusetts has one of the lowest death rates in America. Here's why: https://t.co/SuIpbLLyMS","yes",276
"RT @WhiteHouse: In America, one-in-four Americans who take prescription drugs struggle to afford them. 

It doesn't have to be that way. Pr…","yes",277
"RT @infobaecolombia: “Hay frustración”: María Fernanda Cabal se refirió a la decisión de ÁLvaro Uribe de que Miguel Uribe sea la cabeza de…","yes",278
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",279
"RT @WhiteHouse: In America, one-in-four Americans who take prescription drugs struggle to afford them. 

It doesn't have to be that way. Pr…","yes",280
"RT @jonetioutdid: @fearIessummers We're in the middle of a pandemic and he's selling out like crazy in minutes outside america and isn't ev…","yes",281
"@mmeJen @TCapsulae That article doesn't mention indigenous people in America, probably because there are almost 1000 different nations in what's now called  America &amp; they are all different (though some are similar) especially when it comes to eye contact","yes",282
"RT @Watchbandguy1: Joe Biden supported by China. NAFTA, UN, and Obama which was designed to DESTROY AMERICA. 
LUCIFERIAN NWO!!!
BLM &amp; ANTIF…","yes",283
"RT @BoycottUtah: It is Monday, December 6, 2021. Fellow citizens, 146 insurrectionists sit in Congress. This woman is a traitor to the the…","yes",284
"RT @TonyLouMX2: 🚨🚨🚨🚨 Confirmado el primer refuerzo del Club América para el siguiente torneo🚨🚨🚨 

Sandro Lubbert 🇺🇸 el norteamericano llega…","yes",285
"RT @miguelBp117: @realoscargvft la misma fuente también confirmo que Chucho López 🇬🇹 esta muy cerca de salir del América y su destino seria…","yes",286
"RT @Gritty20202: This is America. https://t.co/RQOwmVheni","yes",287
"RT @trekonomics: Anyways, America's standards of living are extremely high — so no mandatory 5 weeks paid vacations, no universal health ca…","yes",288
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",289
"RT @RSBNetwork: Statement by Donald J. Trump, 45th President of the United States of America https://t.co/IEBigIQDTA","yes",290
"RT @Cooperativa: #CooperativaContigo Nicaragua se ha transformado en un ""Estado policial de facto"", alertó la CIDH: https://t.co/osF8k0th8S…","yes",291
"RT @alyankovic: ICYMI, I’ll be touring all over North America next year with my pal @emophilips - tickets go on sale this Friday at 10AM (y…","yes",292
"RT @AstronomyMag: Fifty years after America’s fourth successful Moon landing, Astronomy takes you on a look back at the first science-heavy…","yes",293
"@USEmbassyAddis Why the embassy it self to leave we need the place for agro processing .please leave let the citizens of America to decide by themselves ..","yes",294
"RT @RockyRoad4Vets: @Drealstudmuffin @PolcaDorka @8_27J @TexasOU812 @timfisher836 @daverich503 @RedWavesCA @TheGrayRider @gaburnsagain @Woo…","yes",295
"RT @lalaxespositoo: ""TENEMOS, ESTAMOS AHÍ, VA A SUCEDER PRONTO"" OMG LALI Y TINI JUNTAS, AVISEN QUE SE CAE ARGENTINA Y TODA LATINO AMERICA…","yes",296
"@Phillis_Opian @AndrewOverload @DrLettuceHands @AnnmarieGallig1 @RepThomasMassie U.S. American if you prefer it over United Statesian. Both are correct.

American is everyone that's from what's genuinely America https://t.co/RYSxWbdLhQ","yes",297
"RT @EricMMatheny: Some perspective. Waukesha was a real life violent hate crime that the media has virtually ignored; a terrorist act that…","yes",298
"Comédie burlesque made in America (2) #EdwardSnowden https://t.co/zQVVmnKCP5 https://t.co/LAPh35luDQ","yes",299
"RT @infobaeamerica: Las personas con rinitis alérgicas tienen menos riesgo de COVID-19 https://t.co/tR3KNBRlsA","yes",300
"RT @dabugattas16: Farsantes mentirosos falsos eso no se puede llamar periodismo eso es estafar. Seguimos cada día peor. No deberían renovar…","yes",301
"Despite America's superior success at the battle of Midway in 1942, American forces would suffer a humiliating defeat a few months later at the battle of Savo island: https://t.co/93kwhQgpls The IJN snuck in a handful of heavy cruisers, which then ambushed everyone. Pretty nuts.","yes",302
"Pobrecito el Licenciado @JoeBiden, que se queda sin el respaldo político, económico y militar de esta superpotencia bananera llamada Miguate.

Es el acabose de los Estados Unidos de América como los conocemos.

Hay reunión de emergencia en el Consejo de Seguridad de la @ONU_es. https://t.co/u4GlrxlY5l","yes",303
"RT @ByYourLogic: there are too many restaurants in America","yes",304
"RT @JoeBiden: America continues to add jobs at a record pace and nearly 6 million new jobs have been created since I was sworn in on Januar…","yes",305
"@LuciferMorningstar @Sm0kin neither should tbh there is a tax on every unhealthy thing in America","yes",306
"RT @pcbrynn: It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootin…","yes",307
"@littlebenoist parece capitán america ayuda","yes",308
"RT @TomthunkitsMind: President Biden is in GOOD COMPANY. I’m proud of the job that he is doing. Despite the fact that the GOP, right wing m…","yes",309
"Also, AIDS post, and FB posted a biktarvy ad right below it. Just in case you were still wondering if corporations run America. https://t.co/6gNRusNNlm","yes",310
"@SaIIikesMao As bad as conservatives or potentially young, and apolitical people in America are with critical thinking, they may be getting the “wrong” subliminal messaging from this, then just become sleeper cells that awake when for the moment comes. Salute to the intern deep in enemy lines","yes",311
"RT @JoeBiden: America continues to add jobs at a record pace and nearly 6 million new jobs have been created since I was sworn in on Januar…","yes",312
"The Hangover had an absolute stranglehold on America in 2009/2010","yes",313
"RT @SenTedCruz: Four years ago President Trump recognized Jerusalem as the capital of Israel, bringing US policy in line with Cong law – an…","yes",314
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",315
"RT @Mike_Pence: Four Years Ago Today, the Trump-Pence Administration made history recognizing Jerusalem as the Capital of the State of Isra…","yes",316
"RT @ShermanDefense: When will the rest of the world boycott America because of our human rights violations?","yes",317
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",318
"RT @BohnGass: O @LulaOficial não é mágico, não é salvador da pátria, não faz milagres. Mas, o Lula tem experiência, tem história, tem o res…","yes",319
"RT @SoloDeath1: Nothing in life will radicalize a person faster than a medical diagnosis in America","yes",320
"RT @jonetioutdid: @fearIessummers We're in the middle of a pandemic and he's selling out like crazy in minutes outside america and isn't ev…","yes",321
"The cherry on top is Captain America would have actually been in Battle Fever J if it wasn’t for issues with his film rights","yes",322
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",323
"RT @FernandoGimeno: Por décima vez se ha suspendido la audiencia que debe resolver el caso de las #EsterilizacionesForzadas. Hoy la sesión…","yes",324
"RT @LionelMedia: America never questions anything. Even when someone they supposedly love so much dies under the most implausible and suspi…","yes",325
"RT @MaryPatFlynn1: @hugolowell @petestrzok @maddow FACT: @POTUS45 firing @FBI Director @Comey documented in MAKE AMERICA GREAT AGAIN®️ canc…","yes",326
"Eisenhower on World War ll, and America's great struggle. 

""As war engulfed the world outside the Americas and the Axis drove relentlessly toward military domination of the globe, Pearl Harbor converted the issue into a struggle for survival."" https://t.co/l3mKWA1BBv","yes",327
"3rd eldest red panda in North America died Friday at the Detroit Zoo https://t.co/XE41ePGEcI","yes",328
"the Atlantic did an article on America's drinking problem where they talk about how people used to drink steadily before but it was wine and beer, and it was consumed with food and with company, not hard liquor, alone or hard liquor without food or just hard liquor because...","yes",329
"RT @FinlayInstituto: #Cuba ocupa hoy el primer lugar en América Latina y el tercero en el mundo en la inmunización antiCovid-19 con el 83 p…","yes",330
"Vive la France! Come on America, let’s get going! https://t.co/mOMnyJ3z7l","yes",331
"*me pressing next episode of america’s next top model*

ahhh yes as the prophecy foretold","yes",332
"RT @Gritty20202: This is America. https://t.co/RQOwmVheni","yes",333
"RT @infobaemexico: Atlas obtuvo su pase a la final de la @LigaBBVAMX después de 22 años y desató una ola de #memes ante la posibilidad de r…","yes",334
"RT @actuaporlasalud: 🌎América Latina es cuna de la clasificación que cambió la forma de mirar de los científicos al separar alimentos por g…","yes",335
"RT @HalleyFeiffer: Can't stop thinking about the fact that the fate of millions of womens' lives are currently being decided by two known s…","yes",336
"RT @RepDeFiFidonia: José Miguel Vivanco, director de Human Rights Watch América, se le va al pescuello' a Andy Corajitos.

En 2 minutos hac…","yes",337
"RT @kylenabecker: @brianstelter This is what we like to call in the media business as a “market.”

You left-wing wackjobs don’t reflect Ame…","yes",338
"@m8am cuántos reporteros deportivos hay en la mesa? Hagan lo que hace un reportero y expongan a quien tengan que evidenciar, nunca se ha ayudado tanto a un equipo como ahora, ni al América, que vergüenza","yes",339
"Christopher Columbus didn't discover America. Because there was people already here. And he never touched mainland. https://t.co/6CA0wUCClN","yes",340
"@rmsylvia This is what the Radical Republican terrorists want for America. They worship violence and blood. They are not Christian followers of Jesus. The GQP thinks Jesus turned loaves of bread into AR15s. Sad!","yes",341
"RT @NickForVA: If America was really the racist hellscape that the Left claims it is, you would think guys like Smollett wouldn't have to g…","yes",342
"@Amalektgh @AlchemyAmerican @DrShannaSwan Since you have a lot of knowledge on the subject I’m curious if you think magnesium deficiency are prominent in America vs the past. Since it’s also a bit difficult to test. Not trying to argue, just wondering","yes",343
"Just when you thought Kevin McCarthy was the phoniest politician in America, enter the Christmas tree https://t.co/7wRvjtRHEA","yes",344
"@Goldenboy617 @ChrisPollone Fully grown. And America hates the #Patriots, by and large. Just ask around.","yes",345
"RT @BuilderClaireKY: Liberals are plunging America into crisis &amp; weak Republicans are doing nothing to stop them.

We need a GOP that has a…","yes",346
"RT @SoloDeath1: Nothing in life will radicalize a person faster than a medical diagnosis in America","yes",347
"@nenanugget eh- can you order for Latin America? 🏃","yes",348
"RT @pcbrynn: It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootin…","yes",349
"@Bread_Piksol north america no internacional :v","yes",350
"RT @EATSINNIES: there's really something everytime yoonjin is in America 👀🧡

https://t.co/qrVL0WB5rH","yes",351
"RT @sapinker: Does America really need 225,000 troops in 175 countries in an era of declining war &amp; the ascension of soft power?  @RichardH…","yes",352
"America's tough stand against #China , announces diplomatic boycott of #2022WinterOlympics in #Beijing","yes",353
"On May 21, 2017, Trump announced deals between Saudi Arabia and America that exceed $400 billion.
#USArmsKillYemenis
#سلاح_امريكا_يقتل_اليمنيين","yes",354
"RT @kylenabecker: @brianstelter This is what we like to call in the media business as a “market.”

You left-wing wackjobs don’t reflect Ame…","yes",355
"China's middle class is starting to look a lot like America's, and that's not a good thing https://t.co/3WTlEZt1oI (#Siguemeytesigo) (#Followback) (#News) (#SDV)","yes",356
"RT @thetonymichaels: Fragile white males wear white masks not hoods to reclaim America from fragile white males?

“Patriot Front” is defini…","yes",357
"RT @CyrilRamaphosa: The lives of people in Africa are just as important as the lives in Europe, in North America, and all over the world.
 …","yes",358
"RT @MInfraestrutura: ""Tivemos a primeira concessão, uma ferrovia, emitindo 500 milhões de dólares em green bonds"", explicou @tarcisiogdf no…","yes",359
"RT @smorffer: China's middle class is starting to look a lot like America's, and that's not a good thing https://t.co/3WTlEZt1oI #followbac…","yes",360
"RT @bellausa17: We never forget, Ashli Babbit won’t be here for the holidays! Her black Democrat killer is enjoying the holidays while whit…","yes",361
"RT @Filippo60: @MrAndyNgo @BearlyOne Some parts of America look like a real third world shithole.
This is what savage unvetted uncontrolled…","yes",362
"RT @SoloDeath1: Nothing in life will radicalize a person faster than a medical diagnosis in America","yes",363
"RT @NickForVA: If America was really the racist hellscape that the Left claims it is, you would think guys like Smollett wouldn't have to g…","yes",364
"@VP Why the F*** HASNT @SenSchumer passed #BuildBackBetter????
@SenatorDurbin @POTUS
AND TO SAVE AMERICA'S DEMOCRACY, WHY HASNT THE SENATE PASSED #FreedomToVoteAct! 
#JohnLewisVotingRightsAct!

#BeAHeroSaveDemocracy
SAVE YOUR SEAT BY SAVING AMERICA @Sen_JoeManchin
@SenatorSinema","yes",365
"RT @infobaecolombia: Así funciona una estación para cargar autos eléctricos usando energía solar https://t.co/XiXLqmbyst","yes",366
"https://t.co/mgJLWBMnG6","yes",367
"Goddamn, America is so drunk on nostalgia.","yes",368
"RT @huerta_cesar: Vamos en vivo @Peloteros_PQ con temas sobre la mesa: 

- ¿Cómo va el intercambio? Antuna ya dio una respuesta.

- Se acab…","yes",369
"RT @bruno_grossi: São Paulo chegou a cinco vitórias com Rogério Ceni em 12 partidas. Se vencer o América, iguala as seis vitórias de Crespo…","yes",370
"RT @TalbertSwan: The massacre of Black towns and mass murder of Black people by racist caucasians across America is not #CriticalRaceTheory…","yes",371
"RT @kimKBaltimore: Ending political patronage across America.

On Dec 14th, Red Renaissance, drops a message to all of the corrupt &amp; unethi…","yes",372
"RT @kriswentzel9: So Ramaphosa thinks he can look for business in Africa and bypass Europe and America....he is in for a big surprise ....i…","yes",373
"RT @ALshrogey12_313: He did not surrender America's weapon and the hatred of the Arabs, even the fetus in his 
mother's belly.
#سلاح_امريكا…","yes",374
"RT @BuilderClaireKY: Liberals are plunging America into crisis &amp; weak Republicans are doing nothing to stop them.

We need a GOP that has a…","yes",375
"@typo_cat Yeah,like is it some kind of shlub kind of VPN, or what? The problem with California, is that they have forgotten what they are. In the effort to be Norway in America. They should partner with like-minded states, rather than get ground up by the machine.","yes",376
"RT @NotAlexSheppard: Lara Logan is one of the best journalists in America.

If Fox News really suspended her, they are making a terrible mi…","yes",377
"RT @NotAlexSheppard: Lara Logan is one of the best journalists in America.

If Fox News really suspended her, they are making a terrible mi…","yes",378
"RT @SPBMcKenna: @donwinslow @adrianmckinty I don't know what we'd do without you Don!  

Thank you for giving us the inspiration to keep fi…","yes",379
"@JesseKellyDC @mrddmia If they were going to give AMERICA an enema NYC us where they would insert the tube…","yes",380
"Lea was talking about her involvement in The Lesbian Bar Project, a campaign to help save the remaining lesbian bars in America (only 20 remaining, down from 300+ just a few decades ago). Fantastic campaign and goal, and one I'm super supportive of. But...","yes",381
"@AliciaDePintos2 @LANACION América canal k???...jaaa....y Laje desde siempre criticó a los k... Q se arregle el y las q lo denuncien...","yes",382
"RT @kborman: I know this picture will be shared widely today, but this powerful visual gets me every time: a patriot and public servant ask…","yes",383
"RT @DanSWright: @PostOpinions One of America's most notable and bloodthirsty neocons has died. Fred Hiatt, a ceaseless champion for the Ira…","yes",384
"RT @13thoroughbreds: @ReportsDaNews WTAF? We need higher standards for people seeking public office. 

1) A college degree
2) NO criminal r…","yes",385
"RT @jilevin: America will heal just fine. https://t.co/sE4qF4NcoB","yes",386
"RT @lalaxespositoo: ""TENEMOS, ESTAMOS AHÍ, VA A SUCEDER PRONTO"" OMG LALI Y TINI JUNTAS, AVISEN QUE SE CAE ARGENTINA Y TODA LATINO AMERICA…","yes",387
"RT @NickForVA: If America was really the racist hellscape that the Left claims it is, you would think guys like Smollett wouldn't have to g…","yes",388
"RT @MarceloJaramil1: Hoy es el #DiaInternacionalDelJaguar, el felino más grande de América y el tercero más grande en el mundo, hay que pro…","yes",389
"RT @ericgarland: Fox News is a foreign political warfare operation, featuring agents of hostile power, and apologists for America's enemies…","yes",390
"@cehoskinson @FischerKing64 There is greatness in America, but our ‘elites’ ( I shudder at the word) have not been, nor will they ever be, ‘archetypes of human greatness.’ “…the best lack all conviction, while the worst are full of passionate intensity.” WBY","yes",391
"RT @trappist_e: @AlexThomp @rubycramer Hey fyi every woman in America is about to lose basic bodily autonomy tell me more about the VP’s ch…","yes",392
"RT @Clorobles2: La colectiva Periodistas Argentinas emitió esta tarde un comunicado que en sintonía con las denuncias públicas de varias de…","yes",393
"Check out my Gig on Fiverr: I will do vectorize your image raster to vector,  vector tracing https://t.co/Smj3HKwJfy 
#JUNGKOOK #PTD_ON_STAGE_LA #LopezKambososJr #Flamengo #Pumas #sofi #Solari #América #新ロマサガRS #BTSARMY","yes",394
"@janellyfarias No le hagas Janelly, si América no jugó a nada 😂
Ganen el torneo por favor, para que ahí si presuman de algo","yes",395
"Bob Dole: America needs unity to rediscover its greatness https://t.co/g1nsLP6wNm","yes",396
"RT @wilson6923: Y’all 2 former PRESIDENTS OF THE UNITED STATES OF AMERICA were just name dropped in a sex trafficking of minors trial!?!?!?…","yes",397
"Thousands of military families struggle with food insecurity | AP News
https://t.co/CJg1dIAOlz","yes",398
"@scrowder They sell the recruitment the radios from America and it’s all about being PC and supporting people who really have no business in the military who are government and how weak we are as a nation and then compare them to the Chinese military is in the Russian military adds .","yes",399
"@ABC10 The far left has recently declared math is racist.  Of course it is not, math is math.  The dumbing down of America by the far left is making us fall behind other countries.  We should be telling ALL kids they can do it if they apply themselves, we don’t need to lower standards.","yes",400
"@whosblck estados unidos da america","yes",401
"@bubbacrewjam @toddstarnes @RepThomasMassie ""President Obama"" ISIS  #BidenMustGo 
@davidhogg111 

+-          ""Death to America"" ; Leftist Loons dreams.        -+
  
               Will you be wishing you had a gun
          when the democrats / Obama brings their  
          alleged murdering army to the U.S.A. ?
+-   -+ https://t.co/FXtnJjnqb7","yes",402
"@jAlmz5 @HannahE7291 @MannyCuban @nola1107 @4Mischief @MaskMeNot1 @usafbrat57 @Luv4RWB @2legit1970 @Piper4524 @hmschuldt @MagaBack @Rickster_75 @trump4_america @Patriot_Knight @DNTCAREFU @Elissa4R @x4eileen @5CAR__ @TragicallyDelsh Rtd 🔥🔥 https://t.co/xcWvDca73z","yes",403
"RT @AmericaFemenil: 📸 | ¡Hay fiesta, FIESTA en AMÉRICA! 💙💛

#JuntasPorLaGloría #EstoEsAmérica https://t.co/ngwOKu5BDu","yes",404
"#FreeAmericaFirst🇺🇲 as an America 1st populist @Twitter id like an explanation for a reason people in the movement im a part of have been suspended.","yes",405
"@shxmasera ironman, captain america","yes",406
"@Twiggery_twigz nooooo fem america don't squeeze me with your strong bird hands nooooo","yes",407
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",408
"RT @Hector_GEB: ⚽ #LigaMXFemenil #Apertura2021 #DatoGEB

¡Una costumbre!

Cuartos de Final Vuelta - Marcador Final

@ChivasFemenil 0 - 0 @A…","yes",409
"@GOPChairwoman @newtgingrich The Attack on Pearl Harbor, The Attack on the World Trade Center is NOTHING COMPARED TO A SITTING PRESIDENT ATTACKING HIS OWN COUNTRY. AND TRYING TO OVERTHROW THE ELECTION FOR HIS PERSONAL GAIN. THAT COWARD OF A PRESIDENT IS A TRAITOR TO AMERICA AND HIS NAME IS DONALD J TRUMP","yes",410
"Good lord America. Fix this problem please https://t.co/SAHbRfr4UC","yes",411
"2011/2012 ele era bizarramente superior a qualquer um jogando na américa do sul, mas por mta coisa msm https://t.co/0Qu9L6tSmQ","yes",412
"@AlexAlfaro48 Pndjo bueno para nada si no quiere a el AMERICA que lo venda estamos hartos de su tibieza 😡😒","yes",413
