"text","usa","ID"
"FLIP pide al Congreso eliminar ‘mico’ en la ley anticorrupción que afectaría la libertad de prensa https://t.co/4oh9Svcqw7","yes",203
"RT @Sites4Congress: I served this country in the US Army.

I believe in America, and the common bonds that hold all Americans together.

An…","yes",204
"RT @Truthse14046364: @clairecmc Investigate Kavanagh &amp; Acb, expands Supreme Court &amp; end the FILIBUSTER if this is not done.....AMERICA &amp; DE…","yes",205
"RT @Codie_Sanchez: I wasn’t into investing until I worked at Goldman.
Wasn’t into Latin America until I built there. 
Wasn’t into cannabis…","yes",206
"RT @PinkNews: America's first out trans mayor Stu Rasmussen, who won hearts by breaking down barriers, dies at 73 https://t.co/PSkXvO2eW5","yes",207
"RT @SenSchumer: Breaking: We just confirmed Jessica Rosenworcel to be Chair of the @FCC

She's set herself apart as one of America’s leadin…","yes",208
"RT @Pleightx: @PaulLeeTeeks That's crap. America is more fearful of sex aids than actual weapons that can kill and maim hundreds of people.","yes",209
"RT @jiggyjayy2: you don't experience colorism so for you to say tired of hearing about it like ppl suppose to shrug it off? And then deduci…","yes",210
"@josiisilvabh @AmericaMG Mas não é sempre assim ? O clube visitante deposita o valor da quantidade que vai querer, dentro do máxmo de 10% da capacidade do estádio e pronto. Se o São Paulo não pagou pelos 2 mil ingressos possíveis a ele, a culpa não é do América.","yes",211
"RT @HannahHammonds6: Fun fact: The Crimson Tide is the only team in America to make the CFB Playoff, the NCAAM Sweet 16, NCAA Baseball Tour…","yes",212
"https://t.co/mTJw2qpO3T","yes",213
"RT @Bellamari8mazz: Proud of MAGA🇺🇸 @FireBallNPizza @keith0sta @11Kit2 @TheRebeluniter @JuniorM0331 @MP4USA @4Mischief @Randyebuckleyg1 @Do…","yes",214
"RT @MalikApplewhite: New Orleans has the best accent in America","yes",215
"@convomf Kayanya series marvel pertama kali capt america dulu abis itu seterusnya lupa nder 😂","yes",216
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",217
"#PearlHarbor was the beginning of America’s war to stop Fascism from taking over the world. Today, the grandsons and granddaughters of the men who stormed the beaches on D Day are practicing Fascism in the halls of Congress. Truth is, indeed, stranger than fiction.
#FreshWords","yes",218
"Ómicron no frena intención de viaje en América Latina https://t.co/Mrb21xHSOO https://t.co/ktgCY0dRxz","yes",219
"RT @hammond777: It's bad enough if it was just Texas, but due to its outsize importance to school book publishers due to its size, they dic…","yes",220
"@GovRonDeSantis @ChrisSprowls #FreeCameron #CameronCase 
#Justice4CameronHerrin 
#FreeCameronHerrin #Florida
#Record_cameron_court #America https://t.co/kGMHO4DBCx","yes",221
"Wishing a happy 66th birthday to the @AFLCIO! The labor movement’s fight to secure dignity, democracy and safety in the workplace has built the middle class and made better jobs for everyone. We won’t stop fighting to #PassThePROAct and organize America.","yes",222
"RT @matiasbisso: Tasa de homicidios en América. El gráfico que jamás verás en los medios porque somos un país de mierda. https://t.co/zaEOD…","yes",223
"@Wilton19022851 Calma Peter Cam se preocupa com o Hulk aí que a gente se preocupa com o jogador mais decisivo da América aqui","yes",224
"RT @PaulaChertok: As Biden talks to Putin, Russian propaganda media projects a stark message: Gone are the days when Russia wanted to be tr…","yes",225
"RT @jiggyjayy2: you don't experience colorism so for you to say tired of hearing about it like ppl suppose to shrug it off? And then deduci…","yes",226
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",227
"RT @Bellamari8mazz: Proud of MAGA🇺🇸 @FireBallNPizza @keith0sta @11Kit2 @TheRebeluniter @JuniorM0331 @MP4USA @4Mischief @Randyebuckleyg1 @Do…","yes",228
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",229
"RT @shannonrwatts: Another mother’s child stolen by gun violence in America: Daniel Wharton, a 19-year-old computer engineering major at Vi…","yes",230
"RT @JeremyWard33: Have people who say America is the greatest country on Earth ever been anywhere at all","yes",231
"RT @RMannanDesigns: Range of T-shirts featuring Drinks, Love, Nature and America - Take your pick at https://t.co/Ld30qyq7Qn https://t.co/H…","yes",232
"RT @LRPow79: This is AMERICA. Not your church. Abortion rights are human rights and LEAVE THEM ALONE!","yes",233
"RT @shanlonwu: Does Merrick Garland owe America an answer about Donald Trump? My take on the Attorney General's silence. https://t.co/rM487…","yes",234
"RT @Kaloelle: Only in America. https://t.co/2W8YZ01CQw","yes",235
"RT @waltshaub: It’s interesting to watch fascists in America celebrate a day that commemorates our entry into a war against authoritarians,…","yes",236
"RT @Fox849: 100 Pixel Captain America Minion giveaway!

🙌NFT giveaway 

 👉RT, Like &amp; Follow
 👉Drop wallet address in comments section

#NFT…","yes",237
"RT @Hevo26: @GovRonDeSantis @ChrisSprowls The whole Case is full of lies,Everything that was brought to court as evidence was fake.. We bel…","yes",238
"RT @7Veritas4: We cannot honor our fallen at Pearl Harbor, without acknowledging how far we have since fallen as a nation.

The America tha…","yes",239
"RT @SafetyPinDaily: How Trump catapulted America into a new era of radicalization | By Ayman Mohyeldin https://t.co/I22am2x0Fl","yes",240
"RT @CMCRET: On this day 2400 individuals perished at Pearl Harbor and marked the US entrance into WWII. The greatest generation. America st…","yes",241
"RT @blackstantwit: Captain America everybody https://t.co/8SPRnjI95x","yes",242
"@Jim_Jordan Real America wants you held accountable Gym, and that includes Jan 6th. https://t.co/TKHtvo69FQ","yes",243
"RT @GRE8TBLACKSHARK: The blood is the life. Everyday you wake up as a black person in America,there should be a hunger for the empowerment…","yes",244
"RT @PatriotMike15: Covid19 is simply put a virus modified by China funded by funds from America that Fauci approved of. It will mutate and…","yes",245
"@tdanscuk @mtgreenee None of those are mrna and many have had long term safety studies publicly available, that is not the case with this one. Plus you could always have a medical or religious exemption because this is America which values civil liberties.","yes",246
"RT @record_mexico: SIEMPRE PRESENTE 🦅

El dueño del América, Emilio Azcárraga, estuvo en el palco para ver cómo sus águilas eliminaban a la…","yes",247
"RT @SenFeinstein: This morning I spoke about the need to close the detention facility at Guantanamo Bay. The facility is an aberration on t…","yes",248
"RT @politicsusa46: I’ll hand you over to @vinn_ayy from our wardrobe dept who’s gonna help you co-ordinate your Patriotic Front outfit for…","yes",249
"@FuriaRojaTV Si la Cenicienta es el América madure mijo","yes",250
"RT @lcoutinho: #6 Na semana passada, o PCC ver uma versão anabolizada do evento no Brasil. Reuniu-se com todos os membros do Foro de São Pa…","yes",251
"Between 2014-2020 LatAm has seen an increase of almost 79% in the number of people living under hunger conditions. A disturbing number that pushes us to continue to transform agri-food systems into sources of more nutritious &amp; affordable food for everyone. https://t.co/VzSKIWRgxW https://t.co/1Ga4Ky7V39","yes",252
"RT @waltshaub: It’s interesting to watch fascists in America celebrate a day that commemorates our entry into a war against authoritarians,…","yes",253
"RT @DeanObeidallah: Trump “may not be good for America, but it's damn good for CBS...The money's rolling in and this is fun,"" Les Moonves t…","yes",254
"America is the cause of destruction of all Arab countries and all weapons used in the killing of Muslims from men, women, children and destroying innocent houses and killing them in America is the head of the devil for each bulk end of America kills the Yemeni","yes",255
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",256
"The Beloved's Majesty event just days away! Don't forget to join us on December 18th at 7 PM in the Diyanet Center of America. 
RSVP: https://t.co/82MdoRNh6Y https://t.co/sCz7Yrh4y7","yes",257
"RT @PoliticalAssas3: @8_27J @PolcaDorka @TexasOU812 @timfisher836 @daverich503 @RedWavesCA @TheGrayRider @gaburnsagain @Woodman775 @LionPri…","yes",258
"RT @Dub1Charlie: @TheFirstonTV So, Biden cares about sovereign borders except America’s borders. Got it.","yes",259
"RT @realpfigueiredo: Já são 113 bombeiros do condado de Los Angeles afastados ao se recusarem a tomar a vacina obrigatória. É apenas uma fo…","yes",260
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",261
"RT @SpeakerPelosi: Eighty years ago, the infamous attack at Pearl Harbor killed over 2,400 beautiful patriots, thrust America into a world…","yes",262
"80 years ago today, the United States got all woke and joined up with #Antifa.

Go ahead. Make America *that* great again, #Facists.","yes",263
"RT @PeriodismoP_Ec: #Internacionales | El Congreso chileno aprobó este martes 7 de diciembre el proyecto de ley que regula, en igualdad de…","yes",264
"Chile aprueba el matrimonio igualitario y se convierte en el séptimo país de América Latina en reconocer este derecho.
#loveislove 🏳️‍🌈","yes",265
"RT @FoxNews: Pearl Harbor's 80th anniversary: Veterans share why America must 'unite' today

https://t.co/lF7XZCCwuU","yes",266
"RT @JoanEspositoCHI: ➡️”sadly, twisting nothingburgers into fake controversies has become a noticeable trend in the coverage of America’s f…","yes",267
"RT @StoxPot: @natsfert Democracy in America. The Anti Filibuster Democratic Leader of the Senate just Filibustered a bill that the People’s…","yes",268
"""GOLD IN AMERICA: ARTISTRY, MEMORY, POWER"" - Yale University Art Gallery https://t.co/uWEXj5wgbQ 
#exhibition #museums #museology","yes",269
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",270
"RT @mattdizwhitlock: Democrats are hoping to pass Build Back Better before anyone can find out the crazy stuff in it -- like the ""universal…","yes",271
"RT @kwpfabian: ¿Cuáles serán los desafíos que nos traerá el 2022? En #kantar identificamos #10 que son clave a considerar para mercado de #…","yes",272
"RT @infobaeamerica: Papa Francisco: “Los pecados de la carne no son los más graves sino la soberbia y el odio” https://t.co/1KAKTjHlpu http…","yes",273
"RT @shannonrwatts: “The simple truth is if students didn’t have easy access to guns, there would be few, if any, school shootings in Americ…","yes",274
"RT @OficialTheus_: Meus queridos amigos, eu fiz uma compilação de matérias nos jornais impressos em diferentes lugares do mundo sobre o Tri…","yes",275
"RT @QuidVacuo_: ¡Esta sería la cronología del MCU por años!

1942/1945  - 'CAPTAIN AMERICA FIRST AVENGER'
1995 - 'CAPTAIN MARVEL'
2010 - 'I…","yes",276
"RT @ceciazul: URGENTE:
Hay matrimonio igualitario en Chile. Jornada histórica para los derechos en América Latina. Senado y Diputados lo ap…","yes",277
"RT @USSArizona: At this moment 80 years ago, the United States of America comes under attack by the Empire of Japan. #PearlHarbor80 #Rememe…","yes",278
"RT @JasonARyan: Murphy on transmission: America must invest in long-distance, high-capacity transmission lines today. This infrastructure w…","yes",279
"RT @MaryMargOlohan: Statue of Our Lady of Fatima appears to be vandalized, per photos from a student. The statue is located right outside t…","yes",280
"RT @ProjectLincoln: As President Roosevelt made clear 80 years ago today, when America is threatened, she will not back down — she will win…","yes",281
"#7Dic | El comercio internacional de América Latina se recupera entre incertidumbres | #Internacionales #Economia https://t.co/yWddVnqrJS","yes",282
"RT @LPTN1776: @GOP: “the democrats are ruining America!!”

@TheDemocrats: “The republicans are ruining America.”

Us: (the short answer) ht…","yes",283
"RT @infobaecolombia: Cámara de Representantes aprobó “mico” contra la libertad de prensa en Colombia https://t.co/v0c5PTD29M","yes",284
"@Acyn Merica 2 0 0 0 meet 2 0 2 1

Boo, republican democrat 
oligarchs..
Bush and tump did irreversible damage to America&amp;American’s.

“We The People”have democracy until 
2022 – ? 2024..☀️🍃

Stand Calmly Together!
Ohmylord,🍏@RalphNader 
We love you America🇺🇸☀️🍃 https://t.co/NqSL9VVCXx","yes",285
"""to keep it indoor only"" 

what of ""America"" is needed in Pakistan?","yes",286
"RT @KristenShamus: I held my weeping 16-year-old daughter today. She asked: ""How many kids have to die before somebody does something?"" 

M…","yes",287
"RT @shannonrwatts: Another mother’s child stolen by gun violence in America: Daniel Wharton, a 19-year-old computer engineering major at Vi…","yes",288
"They used to defect to America for freedom. Now it's for the perks. https://t.co/hYvKiHHH3w","yes",289
"Loneliness in America: How the Pandemic Has Deepened an Epidemic of Loneliness and What We Can Do About It — Making Caring Common https://t.co/jS43tnjjYg","yes",290
"RT @AdebayoAkinfe18: ""Paraguay finalista sin ganar ningún encuentro""
Sucedió en la Copa América del año 2011, los guaranies empataron todos…","yes",291
"RT @SeriesTWBZ: O roteiro de ""Corra!"" foi eleito como o melhor do século XXI pelo Sindicato dos Roteiristas da América.

🗞️ Collider https:…","yes",292
"@CandiceAiston They are actively dumbing down America. It easier to control the ignorant at as a dictator. That’s where they want to go.","yes",293
"@Africa_Archives That is a lie! Where you find your thumbsucks? I bet you some child based in America!","yes",294
"@BoxrecGrey @realRollingPin Because it’s only in America baby!","yes",295
"9 reasons adventure travel is good for you  https://t.co/jQP92RgrX8 #adventuretravel #activelifestyle https://t.co/zHc9sHKkt8","yes",296
"RT @RobSchneider: CNN is America’s Pravda and Tass.","yes",297
"@disclosetv In China, nothing is higher than the govt. 

In old America, ""God"" was the only thing bigger than the govt.

Today in America, the government is ""God""","yes",298
"El 'Writers Guild of America', mejor conocido como sindicato de guionistas de EU, ha seleccionado los mejores guiones de lo que va del sigo 21 y escogió 'Get Out' de Jordan Peele como el mejor guion escrito en este nuevo siglo 🔥🤓📖
Acá pueden leerlo 👉 https://t.co/71aQjHvlyI https://t.co/akAsBPIGr5","yes",299
"RT @RepSwalwell: Nope nope nope. Russia is emboldened because the guy who called your wife ugly — and who you supported — cozied up to Puti…","yes",300
"RT @RoadtoRoota: Why did Bank of America RETURN their Leased Silver back to JP Morgan via the COMEX?
 
Was it all just for show?
 
SOOO DAR…","yes",301
"RT @shannonrwatts: “The simple truth is if students didn’t have easy access to guns, there would be few, if any, school shootings in Americ…","yes",302
"@Liftingnreading Lmao, that page is known for incorrect tweets

Also, America is about to starve a bunch of innocent Afghans to death just cuz they don't like the leaders

9/11 Happened cuz America Genocided 1.5 Million Iraqi Children via Genocidal Sanctions https://t.co/ETOMFHef4s","yes",303
"@chloralHydrated I think it's more of the fact that america is built around cars,you need them to get anywhere no matter what,be it work or grocery shopping.
Which is a bad thing","yes",304
"RT @MundoEConflicto: #️⃣ #AHORA | Chile aprueba el matrimonio igualitario y se convierte en el séptimo país de América Latina en reconocer…","yes",305
"RT @BenjAlvarez1: Última hora: Chile se convierte en el octavo país de América Latina en aprobar el #matrimonioigualitario. https://t.co/bj…","yes",306
"Saw this quote on electric pickup trucks from a news item we published a year ago, and the statement still holds true ... ""It's almost 2021, and there is still not a single battery-powered truck you can buy new in America."" Here's the item from Nov. 30, 2020... #EV #TSLA #OOTT https://t.co/ygFm4wgn0J","yes",307
"RT @SenatorBraun: 8 decades have passed since the horrific December morning at Pearl Harbor naval base outside Honolulu, Hawaii.
 
The worl…","yes",308
"RT @fred_guttenberg: Since Jaime was murdered, we have added approx 100,000,000 guns in America, now at approx 400,000,000.  This shooting…","yes",309
"RT @somosbeba: 🏳️‍🌈🇨🇱 ¡ES LEY! Chile se convirtió en el 8vo país de América Latina con Matrimonio igualitario ✊🏻 
Acompañamos a nuestres co…","yes",310
"RT @jiggyjayy2: you don't experience colorism so for you to say tired of hearing about it like ppl suppose to shrug it off? And then deduci…","yes",311
"@convomf captain america","yes",312
"in theory this isn’t so bad, but america would just blockade the atlantic probably lol https://t.co/V9MFYxkXoR","yes",313
"RT @NestorGarciaNI: Cuando los demás países despierten ya estaremos consolidados como la capital del #Bitcoin 

La visión del mejor preside…","yes",314
"By participating in Green Marine's environmental program, #GSM is working continuously to address key environmental impacts to air, land, water, and communities. To learn more about North America's leading environmental certification program: https://t.co/cn1FjcnRN9 https://t.co/uATaVOD9KJ","yes",315
"RT @GypsyInAmerica: @jazbrisack We are powerful when we’re united. Regardless of final vote count, every American workers owes you &amp; your c…","yes",316
"La corrupción en el FPC ha sido notable, una vez se inventaron ""dos cuadrangulares de ascenso"" para ""subir"" al América a la maldita sea. Me hubiera dado vergüenza ese ascenso. Claro, más vergüenza tuvo el América.","yes",317
"RT @guardian: Want to be a criminal in America? Stealing billions is your best bet to go scot-free | Judd Legum https://t.co/jUmhEwDam6","yes",318
"RT @NoSoyGabismo: Ser de Millonarios, América o Nacional es renunciar inmediatamente a cualquier autoridad moral para hablar contra hechos…","yes",319
"RT @PlasenciaFelix: Hace 197 años El Libertador Simón Bolívar, demostró, una vez más, su gran visión de estratega internacional y promotor…","yes",320
"RT @JoanEspositoCHI: ➡️”sadly, twisting nothingburgers into fake controversies has become a noticeable trend in the coverage of America’s f…","yes",321
"RT @JesseKellyDC: Why would Soros fund DAs who turn violent criminals loose who will terrorize their cities?

Soros and the Democratic Part…","yes",322
"RT @shannonrwatts: “The simple truth is if students didn’t have easy access to guns, there would be few, if any, school shootings in Americ…","yes",323
"RT @gnfbleeds: you don’t DECIDE to be gay. one day velvet just makes a tweet saying “you are gay” and that’s when you know. that’s bidens a…","yes",324
"RT @ceciazul: URGENTE:
Hay matrimonio igualitario en Chile. Jornada histórica para los derechos en América Latina. Senado y Diputados lo ap…","yes",325
"The December 7, 1941 attack on Pearl Harbor claimed the lives of 2,403 people and sparked America's entrance into World War II. Today we remember those lives lost. https://t.co/cxOHfI0kOu","yes",326
"RT @JesseKellyDC: Why would Soros fund DAs who turn violent criminals loose who will terrorize their cities?

Soros and the Democratic Part…","yes",327
"China is beating America and not because they can they are beating us because of America's rich ass lickers !!","yes",328
"@Bellamari8mazz @marmil87 @FireBallNPizza @keith0sta @11Kit2 @TheRebeluniter @JuniorM0331 @MP4USA @4Mischief @Randyebuckleyg1 @DoraDallas6 @BadOctavia13 @LillyRose_bh @PAYthe_PIPER @PUREB007 @BruceChambers @trump4_america @JDugudichi @nola1107 @FM_NoAlgos @aingelgrl @qfd_bruce @Q888Jjfv https://t.co/Nc60QaQ9RE","yes",329
"RT @tizzywoman: “I’m a patriot. I believe that America can be a shining example of how individuals &amp; communities can work together 4 common…","yes",330
"@RealAmVoice @jeffcrouere It will be foolish to #BoycottBeijingOlympics!

GOP RINOS sold us out decades ago to China.

China owns 🇺🇸America, you piss 🇨🇳China off and your store shelves go EMPTY.

Vote RINOs out of office before you bite the hand that is feeding you. https://t.co/zqJwQ53ABB","yes",331
"RT @RepSwalwell: Nope nope nope. Russia is emboldened because the guy who called your wife ugly — and who you supported — cozied up to Puti…","yes",332
"RT @MellowedAngel: @danwootton @MailOnline He was speaking in America, at an American company, on an issue happening in America on the grea…","yes",333
"@fluffyvmn nooo I hope he gets back to sk in time, I mean there’s almost 2wks time for him to go back for him to finish quarantine by his bday surely he won’t stay in America that long right? 😖","yes",334
"RT @JSuccubus: 10. NAGA/LAMIA #Teratober2020

There are many unexplored pyramids in México and South América, one can only imagine what cou…","yes",335
"RT @AhmmonR2: Watching all of America cry because The U taking football serious after 20+ years &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; https://t.co/bVcTVXC…","yes",336
"RT @JesseKellyDC: A day to remember. Frankly, a day that should still make people angry in America and Japan. One for the sucker punch that…","yes",337
"RT @7Veritas4: We cannot honor our fallen at Pearl Harbor, without acknowledging how far we have since fallen as a nation.

The America tha…","yes",338
"RT @MAJTOURE: Let’s keep it real…

@kimKBaltimore is doing more than ANYONE in the .@GOP currently for outreach to urban America.","yes",339
"RT @jiggyjayy2: you don't experience colorism so for you to say tired of hearing about it like ppl suppose to shrug it off? And then deduci…","yes",340
"RT @QasimRashid: Take 3 min and watch. You won’t regret it. 

Way back in 1943 this video titled “Don’t be a sucker,” warned about the rise…","yes",341
"RT @davenewworld_2: The developed world monitors America so closely as a precautionary measure https://t.co/NXyamGuZTh","yes",342
"A 'Silent Night' And Meow-y Christmas For This Instagram Mom @SatiricalMommy — always a pleasure my friend! &lt;3 that face though. #catproblems  https://t.co/yC1g5ImJCr","yes",343
"@__SergioC @Polteaghost1 Casi, de Canillejas a Avda. América, que nos falta por hacer la zona de Cartagena y Ascó en L7","yes",344
"@BernieSanders The Build Back Better Act will create a strong negotiation between the leaders and the people of America and also people of the world.","yes",345
"RT @Reemzestilo: You can’t convince me there an Everton fan living in the United States of America","yes",346
"RT @KevzPolitics: JUST IN - Barbados PM Mia Amor Mottley named Champion of the Earth - United Nations' highest environmental honour; she wo…","yes",347
"@HotepJesus Have you concluded that America is communist yet?","yes",348
"RT @JennWrenStanley: Student loans are America’s way of saying, “We don’t want a well-educated population.”","yes",349
"@Steveinasia @ddpoitiers @phyxx They all Cray Cray anyway! Stay home and enjoy the beauty of America! Lots to see!","yes",350
"RT @Huskervball: 🌽 AVCA North All-Region 🌽

3️⃣ @_lifeofkay 
1️⃣ @HamesNicklin 
1️⃣0️⃣ @MadiKubik 
8️⃣@Alexis14Rod (North Region Freshman o…","yes",351
"@KIWIBYULIE The had concerts overseas? Like in América?","yes",352
"@sis2catbat @Inkling61 @AnaCabrera Zoom court's includes trials are actually happening everyday in America, for everyday people.","yes",353
"RT @dw_espanol: 🇨🇱  #ÚLTIMAHORA

#Chile se convierte en el octavo país de América Latina en aprobar el matrimonio entre personas del mismo…","yes",354
"RT @WarriorAngel84: America, Learn/ Be Educated!🙏
-
China Rising!!!:  'Tremble &amp; Obey',  Xi Jingping's ' Era  of  biding time  is  over (Pa…","yes",355
"RT @TomthunkitsMind: President Biden is in GOOD COMPANY. I’m proud of the job that he is doing. Despite the fact that the GOP, right wing m…","yes",356
"RT @wavy_leigh: imagine the numbers if they weren't blacklisted in America... big collabs with pop artists, annual Grammys, the slay-age on…","yes",357
"@alexplitsas One would never want any USG official to state anything like that publicly.

Keep’em guessing.

President Obama made a serious error saying, “red line” re Syria, as I recall. Better to be vague.

If you say, “red line,” and they cross it, if you don’t respond, America’s worse off","yes",358
"RT @SenSchumer: Breaking: We just confirmed Jessica Rosenworcel to be Chair of the @FCC

She's set herself apart as one of America’s leadin…","yes",359
"RT @SenatorBraun: 8 decades have passed since the horrific December morning at Pearl Harbor naval base outside Honolulu, Hawaii.
 
The worl…","yes",360
"RT @shannonrwatts: “The simple truth is if students didn’t have easy access to guns, there would be few, if any, school shootings in Americ…","yes",361
"RT @augustosnunes: Em 1998, antes da chegada de Chávez ao poder, a Venezuela esbanjava saúde econômica. Sob o controle de Chávez e Maduro,…","yes",362
"There are quiet a few fake Trump ""America First"" supporters out there, so be aware.","yes",363
"@EmeryLeeWho I CAN'T FIX AMERICA","yes",364
"RT @SenSchumer: Breaking: We just confirmed Jessica Rosenworcel to be Chair of the @FCC

She's set herself apart as one of America’s leadin…","yes",365
"RT @SuperesportesMG: Visando Libertadores, América inicia venda de ingressos para jogo decisivo https://t.co/60vJi3k6cy","yes",366
"RT @rafael_aldrich: La escritora #AnabelHernández SOSTIENE su dicho en su libro: ""EMMA y las otras señoras del narco"", sobre @GalileaMontij…","yes",367
"@CNN Sleepy Joe's America. ""Confused""","yes",368
"RT @USSArizona: At this moment 80 years ago, the United States of America comes under attack by the Empire of Japan. #PearlHarbor80 #Rememe…","yes",369
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",370
"@Shilpaa30thakur because part of russia throwing in the towel for the cold war was the understanding that nato wouldnt be expanded eastward

nato is breaking that promise so that american politicians can enrich themselves from new client states (see burisma)

america is the aggressor","yes",371
"RT @JesseKellyDC: Why would Soros fund DAs who turn violent criminals loose who will terrorize their cities?

Soros and the Democratic Part…","yes",372
"RT @EFEnoticias: La Cámara de Representantes de Colombia aprobó en segundo debate una ley que sanciona a la prensa por denunciar corrupción…","yes",373
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",374
"RT @ceciazul: URGENTE:
Hay matrimonio igualitario en Chile. Jornada histórica para los derechos en América Latina. Senado y Diputados lo ap…","yes",375
"RT @ADevotedYogi: Inspiration for a New Generation  The Secret Destiny of America | Manly P. Hall    https://t.co/ekZhyAo52c","yes",376
"RT @USSArizona: At this moment 80 years ago, the United States of America comes under attack by the Empire of Japan. #PearlHarbor80 #Rememe…","yes",377
"RT @shannonrwatts: “The simple truth is if students didn’t have easy access to guns, there would be few, if any, school shootings in Americ…","yes",378
"We just finished Retrofitting Fiessler AKAS-3F laser safety system on Amada-HDS-2204NT #pressbrake #sheetmetal #lightcurtains #metalworking #pressbrakesafety #pressbrakes #manufacturing 
#lasersafety #laserguarding #lightcurtain #Fiessler AMADA AMERICA, INC. https://t.co/mucHCyCvXS","yes",379
"RT @FreedomWorks: A REPUBLIC, NOT A DEMOCRACY: How to Restore Sanity in America 🇺🇸

​@Adam_Brandon explains the past, present, and future o…","yes",380
"RT @brithume: It looks like a first-strike weapon. China is rapidly developing it. The U.S. is not. We're falling behind.  https://t.co/fkP…","yes",381
"@radioamericahn Radio america debe ser multada según lo que dise la ley.  Por haber tirado antes de las 3 horas que dise la ley. Una encuesta a boca de urna.  Yo no veo por ningún lado a la fiscalía  debe ser castigada","yes",382
"RT @Reemzestilo: You can’t convince me there an Everton fan living in the United States of America","yes",383
"RT @realpfigueiredo: Já são 113 bombeiros do condado de Los Angeles afastados ao se recusarem a tomar a vacina obrigatória. É apenas uma fo…","yes",384
"Trumps America included (but not limited to) beating cops to death and trying to subvert democracy so….WTF is the point here https://t.co/Bb0aDaWCfw","yes",385
"RT @CitImmCanada: Today, during the inaugural #MIRPS high level event, Minister Fraser announced, on behalf of Minister Sajjan, a new $10 m…","yes",386
"RT @SECTUR_mx: ☀️#FelizMartesATodos desde Caborca, #Sonora. En el área conocida como la Proveedora, encontrarás la mayor concentración de p…","yes",387
"RT @WarriorAngel84: [ America, Check this Out!🙏 ]","yes",388
"RT @KingsleyCortes: America First is defending American borders - not Ukrainian borders, not Taiwanese borders","yes",389
"Visando Libertadores, América inicia venda de ingressos para jogo decisivo https://t.co/60vJi3k6cy","yes",390
"RT @bourgeoisalien: 40 hours a week is too much. Spain recently enacted the 4-day work week. America is so far behind on workers' rights it…","yes",391
"RT @MaryRaisanen: @Amy_Siskind Justice in America has been brushed under the rug. I don’t recognize my country anymore.😡","yes",392
"RT @RepBoebert: So it was confirmed today that Biden’s IRS targeting scheme will report information on 87 million Americans earning less th…","yes",393
"@JerseysLeonfc @Israelreding Si en unos cuartos de final vs América se paga casi eso, los precios están regalados, incluso con el Jalisco que quieren recuperar 70 años en un juego jajajaja","yes",394
"🏀La selección uruguaya de básquetbol en silla de ruedas debutará hoy en el Sudamericano que se disputará en Buenos Aires y se extenderá hasta el 13 de Diciembre.
Los 3 primeros clasificarán a la Copa América, instancia que otorga cupos para el Mundial de 2022 en Dubai. https://t.co/xmQ2gZJq5n","yes",395
"RT @RamnMonte1: #Cuba ocupa hoy el primer lugar en América Latina y el tercero en el mundo en la inmunización antiCovid-19 con el 83 por ci…","yes",396
"RT @IamHajifaR: How Many Of u Waiting For Avengers  Director @Russo_Brothers , Captain America @ChrisEvans &amp; @RyanGosling Retweet Asuran Tw…","yes",397
"RT @JoshuaYJackson: The People’s Republic of China is more democratic, progressive and morally good than the United States of America.","yes",398
"RT @ExpressKyoudai: Media Blasters Inc. (@mediablasters1) will released the 90s Kamen Rider Films on Home Video in US. They are a leading i…","yes",399
"Twitter corta las alas al chavismo: Elimina 277 perfiles que amplificaban cuentas y temas en apoyo al dictador Maduro - Periodista Digital https://t.co/zQ467uCq42","yes",400
"RT @ZDirtyPrune: Good morning defenders of freedom. On this 80th anniversary of the bombing of Pearl Harbor take a moment and thank the gre…","yes",401
"27 days of jury duty??? For what? America is a joke slim🤦🏾‍♂️","yes",402
"America is never going to not be racist, I don’t have an end goal and choose not to bring up how racist it is every week because my tweeting about it isn’t going to change anything. And I never said it wasn’t a valid complaint/issue, but it’s still a complaint. https://t.co/KlMKu7fSVW","yes",403
"America complains about human rights in China and fails to bring its own systematic racism under control since the country's inception. A hypocritical state. Nothing more, nothing less.
#Olympia #USA #China #Xinjiang","yes",404
"RT @Ro_Marconi86: Cruzeiro com 45 anos de existência, já era campeão Nacional. 

Cruzeiro com 55 anos já era campeão da América 
 
Cruzeiro…","yes",405
